track_id,track_name,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,duration_ms,key,valence,speechiness,mode,play_number,playlist_number
1v6HuEGGDueTQLfugoMdC2,You Gotta Lift It Up,0.653,1.61e-05,0.977,134.983,0.885,-8.94,0.0963,346243,8,0.42,0.0563,0,1146,0
4csiovuy6JlhIcDtEVUDCf,Sunflower,0.598,0.000195,0.963,137.014,0.819,-8.239,0.129,395912,0,0.729,0.0405,1,1147,0
615MwwslOSkBtkBbnhtD7b,Raw Cuts #3,0.801,0.043,0.855,116.967,0.00782,-6.613,0.0768,414359,7,0.159,0.11,1,1148,0
2sLVs5iX0osogh4jcsAJkv,Danielle (smile on my face),0.678,0.00159,0.931,130.021,0.0275,-5.813,0.091,201231,5,0.346,0.0867,1,1149,0
0F3DdOECeVoVaELgPcYiSf,Tanya (maybe life),0.692,0.0483,0.842,128.037,2.48e-06,-8.199,0.382,316129,5,0.227,0.392,1,1150,0
1DEIwroRXR3HlfAeihJENd,Derrty - Remastered,0.731,2.82e-06,0.969,133.001,0.88,-6.692,0.0936,355160,4,0.105,0.0583,0,1151,0
6WR6Rd2dCpnwDda3ehLEPX,Poundland Anthem,0.724,0.0114,0.838,125.003,0.667,-6.869,0.108,355480,2,0.451,0.0601,0,1152,0
40OG7X8RBnV4Jdt7pAi35z,虹,0.432,0.0588,0.884,129.59,0.155,-9.552,0.101,653107,0,0.13,0.0346,1,1153,0
1fKIwgpXV5GdnUfeucROIO,Good Space,0.7,0.0101,0.942,160.027,0.0803,-4.023,0.565,132099,1,0.606,0.0442,0,1154,0
3prGIrHZxBcBzeZOAdE6xI,Warped Tour ’05 with pete WENTZ,0.447,0.909,0.314,74.238,5.96e-06,-16.294,0.632,48000,4,0.884,0.0489,1,1155,0
4cagZASntpw5soVIOcqRSF,Still Here (with the ones that I came with),0.575,0.00106,0.976,130.027,0.139,-4.386,0.354,312462,0,0.534,0.0685,1,1156,0
05VyoqeeD8imc5w5UgJmUD,Hazel Theme,0.357,0.889,0.318,129.834,0.17,-13.591,0.419,111235,5,0.313,0.0436,1,1157,0
6GY4eHl6UjFLpqFAPEG6QQ,Likshot,0.774,0.00535,0.684,130.997,0.724,-6.355,0.0934,332000,11,0.157,0.067,0,1158,0
29LpCEcWnk9lFfzR2o3YVW,Off Wiv Ya Headz,0.314,0.0114,0.987,164.948,0.634,-2.759,0.519,206695,8,0.311,0.199,0,1159,0
043XQezFVxkfNmj6FeqyJv,Everything (That You Are),0.682,0.000919,0.524,137.979,0.884,-13.593,0.0866,205217,5,0.104,0.0731,0,1160,0
5Yr5SV7196HmoemwaA9hzA,My Mind (Last Year),0.604,0.018,0.543,133.984,0.919,-15.533,0.142,218507,2,0.14,0.0382,1,1161,0
7kXmJwrZGIhDaLT9sNo3ut,Hey Boy Hey Girl,0.632,0.119,0.92,127.001,0.508,-4.976,0.114,290493,2,0.363,0.0531,1,1162,0
2JpMMyPD1UIzQaZIqvne5L,Hey Boy Hey Girl - Kink Extended Remix,0.595,0.00588,0.771,129.986,0.53,-6.861,0.0975,355733,2,0.196,0.0444,1,1163,0
7xOJWig2qwv5KanODZt9Uy,The Sound - Power Extended Mix,0.78,0.0116,0.817,122.739,0.835,-9.902,0.0828,399451,1,0.459,0.0822,1,1164,0
6jNzsK1Ef8H2QcXjFUCsZV,Love At First Fight,0.577,0.124,0.769,163.931,5.58e-05,-7.241,0.0915,192079,0,0.649,0.0466,1,1165,0
6W4pDFlKBNxZpIc5d3lp60,For All My Wrongs,0.741,0.0309,0.906,132.004,0.633,-8.714,0.106,460224,7,0.538,0.0726,0,1166,0
4YpCTAZRpNmW1EHLVrq4ur,Keep It Real,0.69,0.0151,0.663,120.02,0.85,-10.359,0.222,414645,11,0.0525,0.0436,0,1167,0
4FIch2blnkhlCfnfSzrfxQ,Vue,0.684,0.0214,0.617,119.989,0.972,-9.583,0.553,358015,6,0.0689,0.0355,0,1168,0
2q1fb1ENmNiJAeosPZqAlC,Love Divide,0.743,0.653,0.697,132.051,0.916,-12.764,0.11,269818,8,0.608,0.0651,0,1169,0
0WfOuXw05LJq4ik1lVvTzi,Apricots,0.819,0.347,0.599,127.986,0.824,-6.778,0.083,246507,11,0.489,0.039,1,1170,0
1QdUJBC9uy8vvfS3oT97hC,Phantom Melodies,0.807,0.279,0.888,122.014,0.921,-10.175,0.132,320656,2,0.738,0.0918,1,1171,0
6plKjqeFQ30GbfAbvS3srq,Intimate Fantasy,0.802,0.0294,0.856,127.067,0.878,-8.764,0.666,493000,7,0.719,0.0575,0,1172,0
2aJDlirz6v2a4HREki98cP,Glue,0.853,0.0158,0.798,129.983,0.948,-7.995,0.0967,269150,4,0.42,0.068,0,1173,0
6ZDlNJ1RTu4HZv18GYVB2v,Platia,0.758,0.031,0.828,126.013,0.462,-6.815,0.124,192381,7,0.292,0.055,0,1174,0
5W3cjX2J3tjhG8zb6u0qHn,"Harder, Better, Faster, Stronger",0.817,0.0427,0.716,123.474,0.00263,-8.898,0.358,224693,6,0.692,0.144,0,1175,0
1YGxSgWIWqxKuLLocPVxhC,So U Kno,0.82,0.1,0.605,129.98,0.213,-8.357,0.0398,343506,0,0.559,0.0482,1,1176,0
5bF00VrMY3FwnQDgoP4Gnk,Strong,0.576,0.0707,0.825,133.977,0.259,-6.742,0.337,234053,4,0.311,0.047,1,1177,0
4wteGC0HtLeZWjDcczc4Pw,RATATA,0.9,0.00872,0.827,123.96,0.0,-5.159,0.304,126774,9,0.509,0.0611,1,1178,0
66SD66rYiTENtAHIXHr7po,Strong - Pretty Girl Remix,0.661,0.0372,0.892,131.985,0.802,-5.986,0.301,269996,1,0.564,0.042,0,1179,0
3WyhSt2YyJnMv47hMEset5,Loyly - Gimgigam Remix,0.777,0.000128,0.944,134.99,0.807,-6.391,0.334,206227,1,0.641,0.0541,1,1180,0
2FqYiYp69tXh65B1juanLf,D.N.A.,0.632,0.114,0.794,119.989,0.884,-8.304,0.0792,162000,0,0.581,0.0425,0,1181,0
2vjH6qrmEcwrvEQ5WGipUM,NO WAY,0.866,0.301,0.855,130.101,0.000887,-7.512,0.0734,183000,0,0.718,0.142,1,1182,0
7FR1HYWJCeiKTEGrcfGbem,Gaia,0.645,0.506,0.398,125.431,5.08e-06,-9.517,0.656,308779,6,0.45,0.156,1,1183,0
3ckBFEiz3jsuPoaiGzZXNZ,Can U Jack? (Edit),0.816,0.041,0.865,130.0,0.739,-7.435,0.0894,192946,5,0.339,0.0659,0,1184,0
1u2ve7Ju0PMxjIYAAnRzIP,barla - SHINICHI OSAWA REMIX,0.716,0.00939,0.946,124.974,0.0148,-5.198,0.27,273411,0,0.691,0.189,0,1185,0
7swqn9dSrTL5ntAXVpnvTp,Bass On Canvas,0.675,0.0164,0.892,135.01,0.801,-6.38,0.159,372120,6,0.707,0.0439,1,1186,0
3cTgzoniDmKVm4L8214KPf,FUNKYTOWN,0.767,0.00028,0.946,129.997,0.848,-5.779,0.102,284738,0,0.529,0.0382,1,1187,0
5nk0tk9hxn6E4zGrSxAdK7,VOLCANIC DRUMBEATS,0.646,0.071,0.914,136.015,0.189,-5.908,0.46,232893,9,0.687,0.0721,0,1188,0
0lJpyl4Ch2WCEcjV8yCbov,FLASHBACK DISCO,0.61,0.000563,0.964,135.214,0.878,-7.324,0.649,270573,1,0.764,0.0336,1,1189,0
2n3MGlZQXUmsRmNi7Klbzy,Sound & Rhythm - Ewan McVicar Remix,0.743,0.0034,0.957,129.002,0.835,-5.476,0.25,379297,1,0.249,0.0395,1,1190,0
0ihobYmU0yxWaw0GpZFSpY,Breathe,0.798,0.00173,0.726,128.025,0.916,-5.907,0.0876,407000,7,0.38,0.0486,1,1191,0
5HWybXhMxw8W8t0sUPysxf,Need You,0.692,0.372,0.659,128.025,0.698,-11.904,0.0686,214528,6,0.276,0.0428,0,1192,0
56b6hfYKczrdjPRX2iRAhi,Your Heart,0.689,0.628,0.665,119.98,0.746,-10.391,0.171,164875,10,0.0898,0.0375,0,1193,0
1oqNFRNkgn2UAK9aljDAV7,Back Fist,0.725,0.00307,0.948,132.003,0.921,-4.787,0.111,350909,0,0.0473,0.0573,1,1194,0
2ZhiZ3G5PpnvuTv4KpPFTN,Headwind,0.797,0.0434,0.753,127.997,0.844,-10.503,0.107,347073,0,0.233,0.0632,1,1195,0
6FTW6dNU5uPB6BpRm0HJPW,Until Then - Seb Wildblood Remix,0.702,0.216,0.795,128.01,0.794,-7.181,0.105,384273,6,0.677,0.0374,0,1196,0
40zCRiPffJgIl50WLcHIyY,London Cake,0.713,0.219,0.428,163.105,0.0,-12.858,0.118,164908,11,0.444,0.185,0,1197,0
11Ho7rjvIikZpPSAv3myQ8,Orange Blank,0.687,0.415,0.939,130.002,0.935,-8.137,0.653,350769,8,0.811,0.0358,0,1198,0
0NQjhe0ZH1U6LovYzTsRJ4,Come Together,0.791,0.0408,0.931,128.004,0.912,-7.776,0.0987,393763,10,0.375,0.0427,0,1199,0
1vxw6aYJls2oq3gW0DujAo,Crazy,0.866,0.053,0.537,111.987,0.0156,-5.786,0.0866,177933,8,0.643,0.0335,1,1200,0
3JsH3qnwhYGs20PBMsCgNx,Voodoo,0.663,0.204,0.884,129.042,0.573,-6.545,0.145,213800,6,0.251,0.0564,0,1201,0
7dbyaRWWFvB9UG2vcwTd3J,Champagne Shots,0.942,0.493,0.441,135.028,0.0,-11.448,0.138,144000,11,0.925,0.469,1,1202,0
5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,0.933,0.112,0.528,109.967,0.312,-6.472,0.163,214653,5,0.754,0.161,0,1203,0
7Bp898e0U9IReLs2oKC7G4,Sweet Dreams (Are Made of This),0.705,0.323,0.51,125.468,0.0,-15.322,0.094,217093,8,0.894,0.0428,1,1204,0
1uTK4zF50iQjvop8L4N2fR,Origins,0.839,0.528,0.556,118.033,0.874,-10.164,0.16,236186,9,0.11,0.158,0,1205,0
4rw9xbxHWWRuihfAvQG3M2,Spectrum,0.729,0.215,0.685,110.997,0.903,-9.788,0.117,285676,10,0.108,0.0756,0,1206,0
08UYrA0s4ChScz1HFCGSUA,Endless One,0.805,0.00611,0.864,127.009,0.925,-9.943,0.0858,416787,7,0.232,0.104,1,1207,0
0kqTXMHiQiB7IECD0WwcPq,Talk that Talk,0.774,0.143,0.905,119.964,0.0,-2.432,0.332,177467,3,0.768,0.122,0,1208,0
49FbqpTX4UGjCRVaiDeEy8,Powerplay,0.731,0.0042,0.873,135.039,0.925,-11.16,0.0935,389749,6,0.165,0.0661,0,1209,0
4QhnNyKDsAkXPwHkSnuc89,"Eve, Psyche & The Bluebeard’s wife",0.663,0.0153,0.872,142.951,0.0,-5.056,0.0519,185539,11,0.626,0.2,1,1210,0
551xyaSJsg8hILXFq9JdST,"The Plan - From the Motion Picture ""TENET""",0.433,0.0922,0.443,79.903,0.000293,-10.568,0.117,185851,1,0.0363,0.0361,0,1211,0
2JJWhWLXqXPm39suPT652C,FAST CARS - BONUS TRACK,0.291,0.0636,0.918,147.34,0.781,-9.814,0.166,215735,1,0.118,0.187,1,1212,0
0ASvZIiB2Ml32DlUhfaOhx,FREEPORT,0.599,0.722,0.509,120.03,0.92,-17.509,0.107,218993,8,0.0388,0.04,1,1213,0
3ReFAT3WyOgLythrLfD8P6,Fast X,0.652,0.132,0.74,118.006,0.743,-8.512,0.0812,150493,9,0.352,0.034,1,1214,0
7u3GIfQ8SesaSPV2MN8F6z,Fade Out Lines - Radio Edit,0.719,0.0635,0.835,110.009,0.718,-6.154,0.0718,184533,1,0.746,0.0357,0,1215,0
49OEg6D8myEjKw8MbZCQoB,It Began In Afrika,0.636,0.00413,0.898,133.968,0.5,-6.279,0.191,376173,9,0.439,0.0941,1,1216,0
6Qk5eA59RBcO1bBkq9uSZM,MAH,0.688,0.0296,0.927,129.947,0.238,-6.083,0.346,336000,0,0.212,0.0617,1,1217,0
65lXKIwtMPW2HCr4CvLPiZ,Under The Influence,0.593,0.00283,0.936,134.963,0.862,-8.163,0.178,256040,8,0.0922,0.0374,0,1218,0
59Pm53KuA0xaLHcSAX94wk,No Geography,0.369,0.117,0.818,126.011,0.654,-7.255,0.125,190107,1,0.115,0.0571,0,1219,0
0RD2AT3sAoSLcMxvcjayrQ,All Of A Sudden,0.773,0.0241,0.955,130.0,0.801,-6.448,0.127,329792,2,0.311,0.0418,1,1220,0
1UbYpZJaqkyhrTjcLogsCR,The Encounters,0.429,0.247,0.782,123.031,0.0325,-8.333,0.186,385933,1,0.566,0.049,1,1221,0
6MR95yRF4sQmofUKuCErJe,Oracle,0.779,0.0105,0.988,130.002,0.779,-5.248,0.11,377769,1,0.225,0.0711,1,1222,0
3K9v7948e5jHeuTh1AgCXA,Speed Trials On Acid,0.732,0.00181,0.945,132.021,0.869,-6.353,0.0738,441798,6,0.427,0.0668,0,1223,0
3sx86w6WDkC66U4GQ0uyfM,Heads Up,0.701,0.000393,0.893,132.021,0.807,-4.292,0.272,333536,1,0.742,0.115,0,1224,0
2FS52YmzLziihCpIv7aglt,Our Time Will Come,0.687,8.58e-05,0.913,132.03,0.887,-4.442,0.107,316165,10,0.322,0.0366,0,1225,0
3J9rDij6z4TZmyC2mrysKz,Spice Dice,0.694,0.0153,0.961,134.996,0.886,-9.471,0.0651,358451,0,0.0639,0.0527,1,1226,0
2joi4vCVTScGH1p0xCHlDC,Nocturnal,0.747,0.0109,0.932,129.999,0.882,-5.148,0.116,386437,7,0.351,0.0663,1,1227,0
3ll4L5Dd6LIdYRvJnp9l7a,Perception,0.772,0.00046,0.943,131.99,0.859,-5.209,0.0644,404962,6,0.0669,0.0491,1,1228,0
0upFohXrGxIIAjyaJmCkMU,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",0.757,0.178,0.892,127.014,4.19e-05,-5.321,0.0719,255947,6,0.936,0.124,1,1229,0
1fnWO8J78JlszhAL3NCdin,My Red Hot Car (Girl),0.76,0.00294,0.563,141.835,0.919,-11.192,0.0917,300800,6,0.622,0.0538,0,1230,0
1AhYmMPEM7UKVSrKC7sfSO,Someone Close,0.499,0.901,0.486,88.096,0.932,-11.636,0.114,492317,1,0.507,0.0387,1,1231,0
1kmQ47Sk87vxAN7TAiBpaX,Deep Down - Never Dull's In My Mind Edit,0.701,0.0472,0.84,122.025,0.0,-5.006,0.393,215394,0,0.677,0.0706,1,1232,0
2y449AvZEi4dbGoSjnsgSY,FINE LINE (feat. Skaai) (Prod. uin),0.834,0.227,0.647,129.989,0.000108,-7.213,0.239,179267,7,0.525,0.0759,1,1233,0
6hVDjNzsechvfAkRDkNYRn,Meet us in the park we used to play.,0.733,0.0596,0.574,105.997,9.35e-06,-8.162,0.129,194054,11,0.441,0.0252,1,1234,0
2Rw4ihX4OqoRX2Ee63ol1g,天神,0.664,0.654,0.432,158.009,1.43e-05,-13.446,0.13,230965,5,0.426,0.131,1,1235,0
4QADO2cTpOh0kZx90U8YtQ,yugi,0.651,0.785,0.379,80.015,0.00388,-9.733,0.106,197919,11,0.308,0.0432,1,1236,0
6ZmTUJTej1ObruiiUsrnrc,After Party,0.687,0.471,0.537,86.968,0.00745,-10.087,0.346,272657,1,0.449,0.11,0,1237,0
3hzaA9SCn3dlkLY6GR9MOY,Pleasure Dome,0.817,0.00306,0.929,131.49,0.882,-3.895,0.0405,331387,6,0.81,0.0668,1,1238,0
1DPYY8BT3CFiM3YvtJCKWQ,Malfunction,0.814,0.000301,0.754,126.491,0.925,-8.219,0.0917,508106,11,0.385,0.0744,0,1239,0
20cjwAnONyJweQFEli879r,LOVE,0.291,9.84e-05,0.956,190.61,0.786,-5.358,0.0958,219048,7,0.633,0.0827,1,1240,0
5ZgVZYQpKECyEnNAQMF6OA,Peace Bird,0.778,0.00287,0.783,124.006,0.733,-11.893,0.0958,518549,5,0.647,0.0508,0,1241,0
6WKlbp24TraMPpWhQtU1Kp,Eve Of Destruction,0.801,0.076,0.857,125.966,0.00458,-5.775,0.0847,280400,6,0.633,0.0604,0,1242,0
746KDKv1myGeMaWGEqhwQA,I Fold You - Kassian Remix,0.769,0.0447,0.791,120.016,0.889,-8.455,0.0804,387750,6,0.966,0.0443,0,1243,0
7v9EOOSTg5r5oSrzgAmOoc,Osaka,0.793,0.00171,0.749,125.008,0.923,-11.441,0.0791,377656,7,0.114,0.0606,1,1244,0
10Lxl0GADpYJ36kfoAudRl,Through Me,0.797,0.00108,0.956,123.986,0.832,-4.737,0.0774,344894,2,0.335,0.0441,1,1245,0
4qauH5wwwuOkVN3OwUk8vE,AIの逃避行,0.557,0.00967,0.834,130.012,4.68e-06,-5.26,0.183,347720,5,0.412,0.0357,0,1246,0
3ApgvFDz84ivq0Hnqumxq9,浪漫,0.57,0.547,0.381,82.913,0.000212,-15.294,0.117,247362,0,0.559,0.0299,1,1247,0
2v4NAzwjmfJac79Vt4abKl,202,0.552,0.846,0.298,137.765,0.0,-14.714,0.335,168098,11,0.456,0.109,1,1248,0
7fiuBmkJHDy74HRm3vvQ2G,H-Radiation,0.564,0.000124,0.66,127.974,0.883,-13.091,0.168,384639,11,0.204,0.0744,0,1249,0
2yQweA8nCYuzFj15LiOb41,YourLove,0.829,0.39,0.464,124.005,0.842,-8.46,0.11,172129,6,0.764,0.0528,0,1250,0
2anY2gPJklTi9HcFx4Xdas,Liverpool Street In The Rain,0.669,0.0104,0.801,130.042,0.888,-9.193,0.154,332437,6,0.267,0.0333,0,1251,0
1ZoH2fMBNtXBG06y8wpgoz,Titanium - 2009 Remaster,0.8,0.00794,0.528,126.133,0.773,-10.933,0.133,201307,6,0.556,0.0562,0,1252,0
0oQPKUUYvm5mW8rZ2bs3bJ,Aéro Dynamik - Intelligent Design Mix by Hot Chip,0.759,0.0301,0.625,126.019,0.927,-11.151,0.0952,514493,6,0.49,0.0439,1,1253,0
0U0QgS9vkhYIrnG7iL2CsO,Liver Blow - SUDO Remix,0.747,0.00353,0.929,133.995,0.858,-11.34,0.11,370003,11,0.345,0.0473,0,1254,0
1NIVsZTmNU3f8gfjnvwQKS,Deformed Pearl,0.752,0.105,0.595,120.0,0.877,-11.696,0.0697,366341,2,0.213,0.0484,1,1255,0
6t4WRzmE2At2FnUwm84i1a,Bike Pump Meets Bucket,0.666,0.00616,0.895,183.452,0.928,-11.379,0.13,359933,10,0.381,0.058,0,1256,0
0aczV2QwCyUs7q4zdzVKtK,data.reflex,0.802,0.148,0.665,120.003,0.929,-21.631,0.11,256002,11,0.748,0.0869,0,1257,0
60CDLkPS7uwQnhql17V3vH,Rhythm Variation 06,0.811,0.00197,0.318,120.993,0.883,-18.208,0.101,429720,4,0.504,0.0709,0,1258,0
6EbN8Dtjek4BEjL9f085HC,Nuits Sonores,0.712,0.765,0.644,122.976,0.878,-11.184,0.101,715864,10,0.389,0.046,0,1259,0
75QdM3nsnAluOD19G1J4il,Bias,0.601,0.0663,0.476,145.997,0.891,-12.026,0.117,308080,1,0.186,0.0761,0,1260,0
4OBlz6sHNLXCJMSL8K7Klq,The Message,0.645,0.00568,0.873,130.015,0.877,-8.518,0.106,444720,10,0.0357,0.0477,1,1261,0
6I0qoxCuCJjBVyDZY0Sx5B,en skog,0.56,0.00812,0.851,123.991,0.776,-5.97,0.285,286935,6,0.0549,0.0368,1,1262,0
3KgPcryUqdP51yIINuc3Hy,WEI / 未,0.741,0.822,0.524,120.03,0.938,-15.331,0.51,133211,6,0.0417,0.0644,0,1263,0
3rkJH9BaiCWpRY718WTkBP,Falaise,0.356,0.434,0.401,142.945,0.789,-14.475,0.176,234320,11,0.0397,0.0467,0,1264,0
4ZjOEq6aPBfMEDuuwpX5rU,Miniature 27,0.319,0.905,0.0227,66.843,0.871,-20.086,0.109,175852,5,0.131,0.0381,1,1265,0
5L6U3jC9BRjre7Q4Np4usF,Miree,0.717,0.0225,0.688,124.015,0.0,-5.886,0.107,242600,10,0.715,0.027,0,1266,0
15Hd86xjXSN670FmFRcpD4,Inner Space,0.782,0.00542,0.299,130.044,0.916,-14.136,0.1,375539,10,0.344,0.0948,0,1267,0
7A9t7dVdNVerBJOdQh3KYx,Expo 2000 - DJ Rolando Mix,0.739,0.00918,0.768,133.271,0.787,-7.788,0.108,449667,1,0.707,0.0596,0,1268,0
3oBfBz5y0T2jWHWddoYKqs,Rendezvous,0.83,0.0696,0.768,109.007,9.01e-05,-4.531,0.0734,203456,1,0.74,0.0546,1,1269,0
5yeEczCeLNnO4pDHSbzcqY,King Of Snake - Claudio Coccoluto Remix,0.625,0.028,0.918,130.828,0.0476,-7.616,0.292,503880,11,0.471,0.204,1,1270,0
1f5DJGMrd7jI654eVvV5ry,King Of Snake - Fatboy Slim Remix,0.691,0.00644,0.96,139.967,0.216,-6.888,0.247,415240,11,0.342,0.166,0,1271,0
3bUNyRrTFJDd4mqvUcb1Aa,Born Slippy (Nuxx) - Radio Edit,0.542,0.00107,0.966,140.071,0.128,-8.255,0.0984,264187,10,0.351,0.0421,1,1272,0
577TxxoJTaW1BxH6EUDlTS,I Go - Soulwax Remix,0.734,0.0137,0.763,125.002,0.82,-7.419,0.172,410880,8,0.153,0.0494,0,1273,0
5ftd0Twdq5aYXk2KQm9d9O,Juanita 2022,0.373,0.17,0.858,134.988,0.603,-9.211,0.395,743920,6,0.249,0.0416,0,1274,0
3dsnJC7f8lA4NxXsb8LMOr,Halcyon & On - Jon Hopkins Remix,0.686,0.0377,0.626,126.987,0.865,-12.808,0.0824,431280,4,0.133,0.0383,1,1275,0
3AaGCSpUFAmtB1XGxz5IWk,ATK,0.705,0.00471,0.881,127.983,0.855,-8.886,0.0512,245208,7,0.584,0.0625,1,1276,0
74fmYjFwt9CqEFAh8ybeBD,Rumble,0.81,0.0515,0.836,139.979,0.229,-7.721,0.0598,146571,1,0.0585,0.0645,0,1277,0
56d4jF7m4878joMSabwe1C,Locura - Black Loops 1am Remix,0.757,0.0611,0.745,129.97,0.809,-11.656,0.0773,421424,2,0.703,0.0385,1,1278,0
2ej1A2Ze6P2EOW7KfIosZR,Feather (feat. Cise Starr & Akin from CYNE),0.565,0.655,0.749,180.598,0.432,-6.629,0.106,175360,10,0.881,0.0769,0,1279,0
2dzP9pkQgImGVkxw1HM2Sw,Blue Orphan,0.681,0.00651,0.815,119.98,0.898,-9.859,0.262,360000,9,0.599,0.0367,1,1280,0
2IEH1aLrY2YpZsbkadSnfP,Dubmission,0.823,0.0703,0.477,121.993,0.93,-10.799,0.0994,395209,11,0.292,0.097,1,1281,0
5OOU2GAOGZgNWi9CvSpz5j,First Night Out - Malin Genie Remix,0.708,0.00916,0.919,129.025,0.752,-8.47,0.0836,379620,10,0.154,0.0396,1,1282,0
2gkiBdYvTN8xAmlpGegFjq,Can't Stop Rocking,0.845,0.0214,0.964,125.985,0.876,-8.013,0.0626,300952,2,0.963,0.0577,1,1283,0
3ccQ9ymKMF7e2QcCkIvPYi,You,0.794,0.000758,0.843,127.999,0.886,-9.584,0.0757,378850,8,0.546,0.0451,1,1284,0
5hZDtIXRDmE7Z6BdVZl5HY,Techy (la) Sunrise,0.794,0.0933,0.54,128.047,0.837,-12.783,0.0899,202500,11,0.468,0.0723,1,1285,0
1yaCdEkvMhFm1gSwtCD5uy,Nebulosa - Original Mix,0.797,0.00951,0.652,128.995,0.91,-9.102,0.0677,478000,7,0.382,0.0772,1,1286,0
5L54V8jEQeSJAUdTiRX3jf,Wwww,0.0,0.099,0.504,0.0,0.958,-14.475,0.103,375876,7,0.0,0.0,1,1287,0
6rL18C2251qdWHNETBEw72,Down The Drain - Licaxxx Remix,0.784,0.000364,0.74,132.988,0.891,-8.484,0.1,408070,1,0.531,0.0572,0,1288,0
2e7YHJyoVHM95Dc6OJCgU3,Chlorophyll,0.703,0.178,0.783,132.008,0.874,-8.169,0.118,286364,7,0.702,0.0966,1,1289,0
3cDggw2xcNz8F7ZOQFgzKx,PARIS,0.802,0.0419,0.892,128.011,0.905,-8.804,0.0976,361875,10,0.633,0.0783,0,1290,0
0oZ2sb7CvggS8ZxK0x81CO,La Vie En Rose,0.676,7.32e-05,0.916,128.0,0.745,-8.409,0.148,455238,0,0.797,0.0911,0,1291,0
4XXwbgLQGUQ1ds7DsZtSzB,What goes around,0.752,0.0109,0.933,126.975,0.845,-7.479,0.102,277449,2,0.247,0.052,1,1292,0
3nprrY2fahIrm10s9Ca8W7,Lose My Breath,0.803,0.00139,0.855,128.008,0.76,-10.528,0.046,442500,0,0.611,0.0676,1,1293,0
5HGOqtok2yQqjBx3wy33SI,Never felt this way before,0.798,0.0726,0.649,127.025,0.914,-9.546,0.111,275906,1,0.292,0.0563,0,1294,0
3FWy6mQGJt44v0YmLU6ieG,Connect the Dots - Oliver Schories & Gorge Remix,0.813,0.000997,0.837,123.998,0.779,-7.907,0.0755,403773,11,0.691,0.0526,0,1295,0
0qI1sBGz9cVtTzuH27p7kS,Nova,0.797,0.149,0.602,131.998,0.845,-7.231,0.109,213000,10,0.478,0.141,0,1296,0
2RJItWtvRHnixZvNEeX4yb,Nogueira,0.764,0.00152,0.84,129.997,0.881,-9.233,0.165,282791,11,0.517,0.0507,0,1297,0
39pclaQXwUGiwcA47Hk3QF,Hyper,0.741,0.0035,0.933,127.995,0.905,-7.417,0.0575,223008,4,0.395,0.0563,1,1298,0
04wE6fWx2qMQUoA6EFBG8l,Applaud,0.791,0.0661,0.927,128.035,0.933,-9.345,0.127,365633,7,0.777,0.077,1,1299,0
4lKSHi12cKgQlXwkrPHQ6s,Wide Awake,0.602,0.167,0.886,125.008,0.0453,-5.438,0.129,215039,6,0.0731,0.0424,0,1300,0
6U7DCvIA93YYzyFYwmiIIe,Mi Amor,0.824,0.0187,0.511,127.959,0.834,-9.049,0.309,195952,8,0.0858,0.151,0,1301,0
5yN3wXc6fvM5SPTFjL6c4G,Guddi Riddim,0.72,0.00145,0.984,127.998,0.753,-4.384,0.0298,210000,9,0.145,0.0765,0,1302,0
37qV9lhTq40KXUoPLXfGZ6,Fur,0.809,0.021,0.926,127.024,0.152,-8.778,0.0775,162667,9,0.467,0.139,1,1303,0
2jC6oAT2P3w9HQBrRcQqFl,Work It,0.814,0.00583,0.935,126.036,0.33,-6.128,0.0537,154286,1,0.546,0.055,1,1304,0
4vGk6n4E2MvkjIPPSjghUT,Charles on Acid,0.799,0.00701,0.944,126.991,0.541,-8.478,0.0671,196964,11,0.65,0.0846,1,1305,0
0jUhvsQB5KcuQCFcv4LVo5,58500 - Daniel Avery Remix,0.571,0.00964,0.667,120.019,0.873,-9.686,0.0996,223987,7,0.152,0.0419,1,1306,0
73n8GcbdubeHha4QUkupul,After The Rain,0.922,0.0198,0.467,115.08,0.536,-11.549,0.0544,191735,5,0.456,0.0496,1,1307,0
07zq3uplmWB8UQ9Ll4Ax9b,With You,0.644,0.665,0.685,131.999,0.91,-13.164,0.0817,96340,11,0.496,0.0418,0,1308,0
1B1QyU5S0rIrokfaV9Zq4a,Carry On,0.801,0.177,0.571,119.993,0.905,-10.419,0.107,226479,10,0.702,0.0574,0,1309,0
4oZnV1W54b1TIn96i0KIwV,Let Go,0.793,0.311,0.564,133.054,0.914,-11.307,0.203,126044,9,0.399,0.125,1,1310,0
1jXHnFD3IKJyImZ1L3nARR,Jerry 1.6 [2017 Export Wav],0.601,0.0235,0.659,118.025,0.906,-8.277,0.0771,359075,5,0.151,0.0686,0,1311,0
4OtqragtOuKh41rBNnFXuK,Cloudy - Kelbin Remix,0.758,0.39,0.878,134.019,0.866,-6.656,0.1,336716,11,0.0668,0.0549,0,1312,0
2PWhvmoiuLyWwFjquW78o7,Physically,0.764,0.000739,0.962,125.005,0.883,-7.08,0.326,175612,11,0.34,0.0566,0,1313,0
